employee_id,type,start,days,status
651,Earned Leave,2022-01-08,5,Approved
651,Sick Leave,2023-10-18,3,Approved
652,Earned Leave,2022-01-18,5,Approved
652,Sick Leave,2023-01-24,3,Approved
653,Sick Leave,2019-03-19,3,Approved
653,Earned Leave,2021-06-23,3,Approved
653,Earned Leave,2022-03-15,6,Approved
653,Sick Leave,2022-02-27,3,Approved
653,Earned Leave,2023-07-16,6,Approved
654,Earned Leave,2020-05-08,5,Approved
654,Earned Leave,2021-03-12,5,Approved
654,Earned Leave,2022-02-06,7,Approved
655,Earned Leave,2020-07-15,6,Approved
657,Sick Leave,2020-09-11,2,Approved
657,Earned Leave,2021-04-02,4,Approved
657,Sick Leave,2021-11-27,3,Approved
657,Earned Leave,2022-04-08,7,Approved
657,Sick Leave,2022-11-04,3,Approved
657,Sick Leave,2023-04-19,2,Approved
658,Earned Leave,2020-09-01,5,Approved
658,Earned Leave,2022-07-19,5,Approved
658,Sick Leave,2023-08-23,2,Approved
659,Earned Leave,2022-04-07,6,Approved
659,Earned Leave,2023-01-20,3,Approved
659,Sick Leave,2023-02-17,2,Approved
660,Sick Leave,2016-01-09,3,Approved
660,Earned Leave,2017-11-21,4,Approved
660,Sick Leave,2017-03-19,3,Approved
660,Sick Leave,2018-08-09,3,Approved
660,Earned Leave,2019-06-09,5,Approved
660,Sick Leave,2019-05-26,3,Approved
660,Earned Leave,2020-02-04,3,Approved
660,Sick Leave,2020-05-16,3,Approved
660,Earned Leave,2021-08-14,6,Approved
660,Sick Leave,2021-01-05,3,Approved
660,Earned Leave,2022-11-26,3,Approved
660,Sick Leave,2022-05-23,2,Approved
661,Earned Leave,2017-05-10,7,Approved
661,Earned Leave,2018-08-04,5,Approved
661,Sick Leave,2019-10-04,2,Approved
661,Earned Leave,2020-08-01,5,Approved
661,Earned Leave,2021-04-11,3,Approved
661,Earned Leave,2022-03-18,7,Approved
661,Sick Leave,2022-08-26,3,Approved
661,Earned Leave,2023-05-17,7,Approved
661,Sick Leave,2023-03-08,3,Approved
662,Earned Leave,2020-11-18,6,Rejected
662,Earned Leave,2021-10-10,7,Approved
662,Earned Leave,2023-10-10,6,Approved
663,Earned Leave,2021-05-14,3,Approved
663,Earned Leave,2022-07-03,4,Approved
663,Sick Leave,2022-05-26,3,Approved
663,Earned Leave,2023-01-17,5,Approved
663,Sick Leave,2023-11-09,3,Approved
664,Earned Leave,2022-02-05,3,Approved
664,Earned Leave,2023-02-01,4,Approved
665,Sick Leave,2021-07-27,3,Approved
665,Earned Leave,2022-08-04,6,Approved
665,Earned Leave,2023-08-20,4,Approved
665,Sick Leave,2023-09-10,2,Approved
666,Earned Leave,2017-06-04,3,Approved
666,Sick Leave,2017-05-17,2,Approved
666,Earned Leave,2019-05-26,3,Approved
666,Sick Leave,2019-07-22,3,Approved
666,Sick Leave,2020-01-03,3,Approved
666,Sick Leave,2021-04-17,3,Approved
666,Earned Leave,2022-07-21,6,Approved
666,Sick Leave,2022-11-13,3,Approved
667,Sick Leave,2022-05-24,3,Approved
667,Earned Leave,2023-07-11,6,Approved
667,Sick Leave,2023-02-18,3,Approved
668,Earned Leave,2022-08-26,4,Approved
669,Sick Leave,2023-04-01,2,Approved
671,Earned Leave,2016-10-01,3,Approved
671,Earned Leave,2017-08-11,4,Approved
671,Sick Leave,2017-04-20,3,Approved
671,Earned Leave,2018-05-27,7,Approved
671,Earned Leave,2020-04-09,6,Approved
671,Sick Leave,2022-10-13,2,Approved
671,Earned Leave,2023-06-27,4,Approved
672,Sick Leave,2022-06-05,2,Approved
672,Earned Leave,2023-01-20,6,Approved
672,Sick Leave,2023-09-15,2,Approved
673,Sick Leave,2022-08-15,3,Approved
673,Earned Leave,2023-08-22,5,Approved
673,Sick Leave,2023-05-24,3,Approved
674,Earned Leave,2020-11-22,5,Approved
674,Earned Leave,2022-04-27,6,Approved
674,Earned Leave,2023-09-22,5,Approved
675,Sick Leave,2021-06-08,2,Approved
675,Earned Leave,2022-09-03,4,Approved
676,Sick Leave,2021-09-03,2,Approved
676,Earned Leave,2023-04-21,7,Approved
676,Sick Leave,2023-07-02,3,Approved
677,Earned Leave,2020-11-06,7,Approved
677,Sick Leave,2021-04-12,2,Approved
677,Earned Leave,2022-09-24,5,Approved
677,Sick Leave,2022-04-11,3,Approved
677,Earned Leave,2023-01-16,5,Approved
677,Sick Leave,2023-11-20,3,Approved
679,Earned Leave,2023-04-10,6,Approved
680,Earned Leave,2019-04-13,5,Approved
680,Sick Leave,2019-11-09,3,Approved
680,Earned Leave,2020-01-04,6,Approved
680,Sick Leave,2020-07-06,3,Approved
680,Earned Leave,2021-04-19,7,Approved
680,Sick Leave,2021-08-06,3,Approved
680,Earned Leave,2022-08-08,3,Approved
680,Sick Leave,2022-08-27,3,Approved
680,Sick Leave,2023-11-24,3,Approved
681,Sick Leave,2023-07-26,3,Approved
682,Earned Leave,2020-05-17,6,Approved
682,Sick Leave,2020-11-10,2,Approved
682,Earned Leave,2021-07-10,5,Approved
685,Earned Leave,2016-08-23,7,Approved
685,Earned Leave,2017-06-06,4,Approved
685,Sick Leave,2017-01-20,3,Approved
685,Earned Leave,2018-09-24,6,Approved
685,Sick Leave,2019-10-01,2,Approved
685,Earned Leave,2021-09-14,5,Approved
685,Sick Leave,2021-03-14,3,Approved
685,Earned Leave,2022-09-03,6,Approved
685,Sick Leave,2022-07-17,2,Approved
685,Earned Leave,2023-10-10,6,Approved
686,Earned Leave,2020-10-23,7,Approved
686,Sick Leave,2021-03-06,2,Approved
686,Earned Leave,2022-06-20,7,Approved
687,Earned Leave,2015-09-23,3,Approved
687,Sick Leave,2015-07-08,3,Approved
687,Earned Leave,2016-11-23,3,Approved
687,Sick Leave,2016-06-08,2,Approved
687,Sick Leave,2017-02-15,3,Approved
687,Earned Leave,2018-03-21,7,Approved
687,Sick Leave,2018-01-16,3,Approved
687,Earned Leave,2019-11-10,5,Approved
687,Earned Leave,2020-09-16,5,Approved
687,Sick Leave,2020-08-16,3,Approved
687,Earned Leave,2021-10-23,3,Approved
687,Sick Leave,2023-09-18,2,Approved
688,Earned Leave,2021-06-26,5,Approved
688,Earned Leave,2023-03-02,5,Approved
689,Earned Leave,2022-07-12,5,Approved
689,Sick Leave,2022-03-02,3,Approved
689,Sick Leave,2023-04-16,3,Approved
690,Earned Leave,2020-09-24,4,Approved
690,Earned Leave,2021-02-11,7,Approved
690,Earned Leave,2022-03-22,4,Approved
690,Sick Leave,2023-05-24,3,Approved
691,Earned Leave,2017-02-05,5,Approved
691,Sick Leave,2017-08-27,2,Approved
691,Earned Leave,2018-07-10,5,Approved
691,Earned Leave,2019-04-25,6,Approved
691,Sick Leave,2019-01-02,2,Approved
692,Earned Leave,2023-06-21,7,Approved
692,Sick Leave,2023-06-20,2,Approved
693,Earned Leave,2020-11-17,7,Rejected
693,Sick Leave,2021-04-07,2,Approved
694,Sick Leave,2020-09-18,3,Approved
694,Earned Leave,2021-06-11,5,Approved
694,Sick Leave,2021-03-12,2,Approved
694,Sick Leave,2022-03-18,2,Approved
694,Earned Leave,2023-08-25,4,Approved
694,Sick Leave,2023-01-01,2,Approved
696,Earned Leave,2022-07-15,4,Approved
697,Sick Leave,2021-06-13,3,Approved
697,Earned Leave,2023-10-06,6,Approved
698,Earned Leave,2018-01-10,4,Approved
698,Earned Leave,2019-06-01,3,Approved
698,Earned Leave,2020-01-02,3,Approved
698,Earned Leave,2021-07-11,6,Approved
698,Earned Leave,2022-01-19,3,Approved
698,Sick Leave,2022-05-22,3,Approved
698,Earned Leave,2023-10-08,5,Approved
698,Sick Leave,2023-11-16,2,Approved
699,Earned Leave,2023-08-22,6,Approved
699,Sick Leave,2023-09-12,3,Approved
700,Earned Leave,2017-11-14,3,Approved
700,Sick Leave,2017-04-24,3,Approved
700,Earned Leave,2018-07-15,4,Approved
700,Sick Leave,2018-01-07,2,Approved
700,Earned Leave,2019-05-27,7,Approved
700,Sick Leave,2019-05-10,2,Approved
700,Earned Leave,2020-03-08,6,Approved
700,Sick Leave,2020-04-09,2,Approved
700,Earned Leave,2021-02-08,7,Approved
700,Sick Leave,2021-01-19,3,Approved
700,Earned Leave,2022-06-04,6,Approved
700,Sick Leave,2022-05-13,3,Approved
700,Earned Leave,2023-07-25,5,Approved
700,Sick Leave,2023-03-27,3,Approved
701,Earned Leave,2017-07-08,7,Approved
701,Earned Leave,2018-09-07,5,Approved
701,Earned Leave,2019-03-01,5,Approved
701,Earned Leave,2020-08-21,5,Approved
701,Sick Leave,2020-02-14,2,Approved
701,Earned Leave,2021-11-13,5,Approved
701,Earned Leave,2022-02-02,3,Approved
701,Sick Leave,2022-11-24,3,Approved
701,Earned Leave,2023-10-27,4,Approved
702,Earned Leave,2021-04-10,3,Approved
702,Earned Leave,2022-11-12,6,Approved
702,Sick Leave,2022-01-08,3,Approved
702,Earned Leave,2023-05-27,4,Approved
703,Sick Leave,2020-03-14,3,Approved
704,Earned Leave,2022-06-01,7,Approved
704,Sick Leave,2022-11-08,3,Approved
704,Earned Leave,2023-11-06,3,Approved
704,Sick Leave,2023-09-23,3,Approved
705,Earned Leave,2021-06-14,5,Approved
705,Earned Leave,2022-06-24,7,Approved
705,Earned Leave,2023-07-09,7,Approved
706,Earned Leave,2019-07-13,6,Approved
706,Sick Leave,2019-11-22,2,Approved
706,Sick Leave,2020-08-06,2,Approved
706,Sick Leave,2021-08-18,3,Approved
706,Earned Leave,2022-04-19,5,Approved
706,Earned Leave,2023-05-04,5,Approved
707,Earned Leave,2022-07-27,6,Approved
707,Sick Leave,2022-11-19,3,Approved
707,Earned Leave,2023-11-23,6,Approved
707,Sick Leave,2023-04-25,3,Approved
709,Earned Leave,2018-07-04,3,Approved
710,Earned Leave,2020-05-18,7,Approved
710,Earned Leave,2021-06-08,7,Approved
710,Earned Leave,2022-09-24,4,Approved
710,Sick Leave,2022-10-09,2,Approved
710,Earned Leave,2023-06-03,6,Approved
710,Sick Leave,2023-10-15,3,Approved
711,Sick Leave,2020-09-23,3,Approved
711,Sick Leave,2021-10-22,3,Approved
711,Earned Leave,2022-09-07,4,Approved
711,Sick Leave,2022-11-14,3,Approved
711,Earned Leave,2023-08-03,6,Approved
711,Sick Leave,2023-05-27,2,Approved
712,Earned Leave,2022-01-06,3,Approved
712,Sick Leave,2022-11-08,3,Approved
712,Earned Leave,2023-02-04,5,Approved
712,Sick Leave,2023-11-03,3,Approved
713,Sick Leave,2020-08-08,3,Approved
713,Earned Leave,2021-10-27,7,Approved
713,Sick Leave,2021-11-21,2,Approved
713,Earned Leave,2022-04-15,3,Approved
713,Sick Leave,2022-01-03,2,Approved
713,Sick Leave,2023-03-05,3,Approved
714,Earned Leave,2015-07-23,3,Approved
714,Sick Leave,2015-06-18,3,Approved
714,Earned Leave,2016-05-01,4,Approved
714,Sick Leave,2016-07-22,3,Approved
714,Earned Leave,2017-09-15,3,Approved
714,Earned Leave,2018-06-06,3,Approved
714,Earned Leave,2019-05-05,7,Approved
714,Earned Leave,2020-08-03,6,Approved
714,Sick Leave,2020-02-08,2,Approved
714,Earned Leave,2021-01-21,3,Approved
714,Earned Leave,2022-11-24,3,Approved
715,Earned Leave,2019-09-10,7,Approved
715,Earned Leave,2021-04-04,7,Approved
716,Earned Leave,2019-11-27,7,Approved
716,Earned Leave,2020-10-22,4,Approved
716,Sick Leave,2020-04-16,2,Approved
716,Earned Leave,2021-01-18,7,Approved
716,Sick Leave,2021-07-24,2,Approved
716,Earned Leave,2022-03-03,7,Approved
717,Earned Leave,2020-02-10,4,Approved
717,Earned Leave,2021-10-16,3,Approved
717,Sick Leave,2021-08-06,3,Approved
717,Earned Leave,2022-07-23,6,Approved
719,Earned Leave,2022-02-18,3,Approved
720,Earned Leave,2021-01-23,7,Approved
720,Earned Leave,2023-02-15,5,Approved
721,Earned Leave,2022-11-25,4,Approved
721,Earned Leave,2023-07-11,4,Approved
722,Earned Leave,2015-09-10,6,Approved
722,Earned Leave,2017-04-06,3,Approved
722,Earned Leave,2018-09-26,5,Approved
722,Earned Leave,2019-06-27,4,Approved
722,Earned Leave,2021-02-13,5,Approved
722,Sick Leave,2021-09-09,2,Approved
722,Sick Leave,2022-04-18,2,Approved
722,Earned Leave,2023-04-19,6,Approved
723,Sick Leave,2016-11-24,2,Approved
723,Earned Leave,2017-04-19,7,Approved
723,Earned Leave,2018-10-06,4,Approved
723,Sick Leave,2018-01-01,3,Approved
723,Earned Leave,2020-04-25,3,Approved
723,Earned Leave,2021-10-01,3,Approved
723,Earned Leave,2023-01-14,4,Approved
725,Earned Leave,2021-06-19,5,Approved
725,Earned Leave,2022-07-13,6,Approved
725,Sick Leave,2023-03-06,3,Approved
727,Earned Leave,2021-06-22,5,Approved
727,Earned Leave,2022-07-25,3,Approved
727,Sick Leave,2022-09-24,2,Approved
727,Earned Leave,2023-07-24,6,Approved
727,Sick Leave,2023-09-22,3,Approved
728,Earned Leave,2023-05-12,6,Approved
728,Sick Leave,2023-01-05,2,Approved
730,Earned Leave,2017-08-24,3,Approved
730,Sick Leave,2017-06-09,3,Approved
730,Earned Leave,2020-10-01,6,Approved
730,Sick Leave,2020-06-08,3,Approved
730,Earned Leave,2021-08-09,3,Approved
730,Sick Leave,2021-09-17,3,Approved
730,Earned Leave,2022-06-03,4,Approved
730,Earned Leave,2023-03-01,3,Approved
730,Sick Leave,2023-09-11,3,Approved
732,Sick Leave,2021-11-03,3,Approved
732,Earned Leave,2022-01-01,4,Approved
732,Sick Leave,2022-03-26,3,Approved
732,Earned Leave,2023-11-13,7,Approved
732,Sick Leave,2023-11-06,2,Approved
734,Earned Leave,2023-10-24,7,Approved
734,Sick Leave,2023-10-11,3,Approved
735,Earned Leave,2022-07-26,3,Approved
736,Earned Leave,2021-08-24,7,Approved
736,Sick Leave,2021-04-16,3,Approved
737,Earned Leave,2017-02-27,5,Approved
737,Earned Leave,2020-09-05,6,Approved
737,Sick Leave,2020-05-17,3,Approved
737,Earned Leave,2021-06-02,4,Approved
737,Earned Leave,2023-04-16,5,Approved
737,Sick Leave,2023-06-04,3,Approved
738,Earned Leave,2023-10-18,4,Approved
738,Sick Leave,2023-05-22,3,Approved
739,Earned Leave,2023-09-09,4,Approved
740,Sick Leave,2015-10-21,3,Approved
740,Earned Leave,2017-01-01,6,Approved
740,Earned Leave,2018-11-17,3,Approved
740,Earned Leave,2019-07-03,4,Approved
740,Sick Leave,2019-02-25,3,Approved
740,Earned Leave,2020-01-27,6,Approved
740,Earned Leave,2021-05-26,4,Approved
740,Earned Leave,2022-05-08,6,Approved
741,Earned Leave,2021-05-03,5,Approved
741,Earned Leave,2022-06-20,4,Approved
741,Sick Leave,2022-07-10,3,Approved
741,Earned Leave,2023-04-06,5,Approved
742,Earned Leave,2022-01-22,6,Approved
743,Earned Leave,2020-10-18,6,Approved
745,Earned Leave,2023-07-14,3,Approved
745,Sick Leave,2023-05-11,3,Approved
747,Earned Leave,2023-10-09,5,Approved
748,Earned Leave,2021-09-07,5,Approved
748,Earned Leave,2022-09-10,6,Approved
748,Earned Leave,2023-07-09,5,Approved
748,Sick Leave,2023-11-06,2,Approved
750,Earned Leave,2022-11-15,6,Rejected
750,Earned Leave,2023-04-20,6,Approved
751,Sick Leave,2021-05-01,3,Approved
751,Earned Leave,2022-07-25,3,Approved
752,Earned Leave,2017-05-19,3,Approved
752,Sick Leave,2017-03-04,2,Approved
752,Earned Leave,2019-08-16,5,Approved
752,Sick Leave,2019-10-14,3,Approved
752,Earned Leave,2021-08-26,6,Approved
752,Sick Leave,2021-05-14,2,Approved
752,Earned Leave,2022-08-08,7,Approved
752,Sick Leave,2022-04-03,3,Approved
752,Earned Leave,2023-03-07,4,Approved
754,Earned Leave,2023-08-24,3,Approved
755,Earned Leave,2018-09-18,5,Approved
755,Earned Leave,2019-05-04,6,Approved
755,Earned Leave,2020-06-16,4,Approved
755,Earned Leave,2022-11-08,5,Rejected
756,Earned Leave,2017-01-12,6,Approved
756,Sick Leave,2017-01-09,3,Approved
756,Sick Leave,2018-02-20,2,Approved
756,Earned Leave,2021-05-18,4,Approved
756,Earned Leave,2022-10-25,7,Approved
756,Earned Leave,2023-06-23,4,Approved
757,Earned Leave,2022-10-11,6,Approved
758,Sick Leave,2020-11-08,3,Approved
758,Earned Leave,2021-08-03,5,Approved
758,Sick Leave,2021-11-05,3,Approved
758,Earned Leave,2022-11-15,7,Approved
758,Sick Leave,2022-04-20,2,Approved
758,Sick Leave,2023-11-22,3,Approved
759,Earned Leave,2021-08-01,7,Approved
760,Earned Leave,2022-01-03,3,Approved
760,Sick Leave,2022-11-07,3,Approved
760,Earned Leave,2023-07-13,5,Approved
760,Sick Leave,2023-07-04,3,Approved
761,Earned Leave,2022-11-22,5,Approved
761,Earned Leave,2023-02-22,5,Approved
761,Sick Leave,2023-10-02,2,Approved
762,Sick Leave,2022-11-14,2,Approved
762,Earned Leave,2023-02-05,4,Approved
762,Sick Leave,2023-02-12,2,Approved
763,Earned Leave,2023-05-15,5,Approved
764,Earned Leave,2021-01-24,4,Approved
764,Sick Leave,2021-10-09,3,Approved
764,Earned Leave,2022-05-12,6,Approved
764,Earned Leave,2023-07-08,6,Approved
765,Earned Leave,2016-07-13,5,Approved
765,Sick Leave,2017-09-24,3,Approved
765,Sick Leave,2018-09-20,2,Approved
765,Sick Leave,2019-01-18,3,Approved
765,Earned Leave,2021-08-07,5,Approved
765,Earned Leave,2023-10-17,5,Approved
766,Earned Leave,2017-02-25,6,Approved
767,Earned Leave,2021-11-15,6,Approved
767,Sick Leave,2021-04-14,2,Approved
767,Earned Leave,2022-08-23,5,Approved
767,Sick Leave,2022-07-15,2,Approved
767,Earned Leave,2023-09-13,7,Approved
767,Sick Leave,2023-03-02,2,Approved
768,Sick Leave,2023-02-19,3,Approved
770,Earned Leave,2023-02-07,7,Approved
771,Earned Leave,2020-08-23,4,Approved
771,Earned Leave,2021-04-01,6,Approved
771,Sick Leave,2021-03-13,2,Approved
772,Earned Leave,2021-08-22,5,Approved
772,Earned Leave,2022-11-20,3,Approved
772,Sick Leave,2023-11-18,2,Approved
773,Earned Leave,2023-01-02,6,Approved
773,Sick Leave,2023-10-21,3,Approved
774,Earned Leave,2021-01-10,3,Approved
774,Earned Leave,2022-02-04,5,Approved
774,Sick Leave,2022-02-05,2,Approved
774,Earned Leave,2023-06-24,6,Approved
774,Sick Leave,2023-07-15,2,Approved
775,Earned Leave,2016-06-23,5,Approved
775,Sick Leave,2016-10-14,3,Approved
777,Earned Leave,2020-04-01,5,Approved
777,Earned Leave,2021-09-08,3,Approved
777,Earned Leave,2022-03-14,4,Approved
778,Sick Leave,2018-07-06,2,Approved
778,Earned Leave,2019-07-19,4,Approved
778,Earned Leave,2020-01-01,7,Approved
778,Sick Leave,2020-02-19,3,Approved
778,Earned Leave,2022-03-11,7,Approved
778,Earned Leave,2023-08-13,3,Approved
779,Earned Leave,2017-07-08,3,Approved
780,Earned Leave,2020-10-02,6,Approved
780,Earned Leave,2021-07-14,7,Approved
780,Earned Leave,2022-02-24,6,Approved
780,Sick Leave,2022-06-17,2,Approved
780,Earned Leave,2023-05-20,7,Approved
781,Earned Leave,2021-09-05,7,Approved
781,Sick Leave,2021-03-11,2,Approved
781,Earned Leave,2022-06-20,4,Approved
782,Earned Leave,2017-09-14,7,Approved
782,Earned Leave,2018-05-18,6,Approved
782,Sick Leave,2018-11-18,2,Approved
782,Earned Leave,2019-01-12,5,Approved
782,Sick Leave,2019-06-15,3,Approved
782,Sick Leave,2020-05-25,3,Approved
782,Earned Leave,2021-07-27,7,Approved
782,Sick Leave,2021-04-16,2,Approved
782,Earned Leave,2022-05-20,4,Approved
782,Sick Leave,2022-02-06,3,Approved
782,Earned Leave,2023-04-17,6,Approved
782,Sick Leave,2023-05-21,2,Approved
783,Sick Leave,2016-09-15,3,Approved
783,Sick Leave,2017-01-20,3,Approved
783,Earned Leave,2018-08-20,6,Approved
783,Earned Leave,2019-03-04,4,Approved
783,Sick Leave,2019-06-06,2,Approved
783,Earned Leave,2020-05-09,4,Approved
783,Sick Leave,2020-01-01,3,Approved
783,Earned Leave,2021-09-12,3,Approved
783,Sick Leave,2021-01-11,3,Approved
783,Earned Leave,2022-10-02,6,Approved
783,Sick Leave,2022-10-01,3,Approved
783,Earned Leave,2023-07-18,6,Approved
783,Sick Leave,2023-10-27,3,Approved
784,Sick Leave,2020-08-17,2,Approved
784,Earned Leave,2021-09-07,6,Approved
784,Sick Leave,2021-06-19,2,Approved
784,Sick Leave,2022-10-03,3,Approved
785,Earned Leave,2022-04-07,3,Approved
785,Sick Leave,2022-02-21,3,Approved
786,Earned Leave,2021-07-06,5,Approved
786,Earned Leave,2023-04-05,4,Approved
787,Sick Leave,2017-11-02,2,Approved
787,Earned Leave,2018-11-01,5,Approved
787,Sick Leave,2018-08-08,2,Approved
787,Sick Leave,2019-05-22,3,Approved
787,Earned Leave,2020-06-03,7,Approved
787,Sick Leave,2020-04-18,2,Approved
787,Earned Leave,2021-08-09,4,Approved
787,Sick Leave,2021-06-27,2,Approved
787,Sick Leave,2022-01-05,2,Approved
787,Sick Leave,2023-02-14,3,Approved
788,Earned Leave,2020-11-20,7,Approved
788,Sick Leave,2020-01-05,3,Approved
788,Earned Leave,2021-05-05,6,Approved
788,Earned Leave,2022-02-11,5,Approved
788,Sick Leave,2022-09-13,2,Approved
788,Earned Leave,2023-07-10,4,Approved
788,Sick Leave,2023-10-21,2,Approved
789,Sick Leave,2021-06-09,3,Approved
789,Earned Leave,2022-09-21,3,Approved
789,Sick Leave,2022-03-11,2,Approved
789,Earned Leave,2023-05-11,7,Approved
790,Earned Leave,2016-07-07,6,Approved
790,Sick Leave,2016-09-06,3,Approved
790,Earned Leave,2017-06-18,5,Approved
791,Earned Leave,2021-10-26,3,Approved
791,Sick Leave,2021-04-22,2,Approved
791,Earned Leave,2022-11-11,4,Approved
791,Sick Leave,2022-07-23,3,Approved
792,Earned Leave,2019-05-23,5,Approved
792,Earned Leave,2020-01-26,6,Approved
793,Earned Leave,2023-11-14,6,Approved
795,Earned Leave,2020-08-21,5,Approved
795,Earned Leave,2021-02-15,6,Approved
795,Sick Leave,2021-05-11,3,Approved
795,Earned Leave,2023-02-18,5,Approved
795,Sick Leave,2023-01-12,2,Approved
796,Earned Leave,2016-11-18,6,Approved
796,Earned Leave,2017-05-03,3,Approved
796,Sick Leave,2018-06-25,2,Approved
796,Earned Leave,2019-03-03,7,Approved
796,Sick Leave,2019-04-08,2,Approved
796,Earned Leave,2020-09-21,5,Approved
796,Earned Leave,2022-05-04,4,Approved
796,Earned Leave,2023-06-11,7,Approved
797,Sick Leave,2022-11-14,3,Approved
798,Sick Leave,2016-02-04,3,Approved
798,Earned Leave,2017-08-06,5,Approved
798,Sick Leave,2017-07-03,3,Approved
798,Earned Leave,2018-04-24,4,Approved
798,Sick Leave,2018-02-05,2,Approved
798,Earned Leave,2019-02-09,6,Approved
798,Sick Leave,2019-02-20,2,Approved
798,Earned Leave,2020-03-02,4,Approved
798,Sick Leave,2021-11-14,3,Approved
798,Sick Leave,2022-01-18,2,Approved
798,Earned Leave,2023-07-12,6,Approved
798,Sick Leave,2023-06-15,3,Approved
799,Earned Leave,2022-05-22,7,Approved
799,Sick Leave,2022-09-13,3,Approved
799,Earned Leave,2023-03-27,4,Approved
799,Sick Leave,2023-01-05,3,Approved
800,Earned Leave,2015-09-23,6,Approved
800,Earned Leave,2016-02-21,7,Approved
800,Sick Leave,2016-11-14,2,Approved
800,Earned Leave,2018-11-14,6,Approved
800,Earned Leave,2019-07-11,5,Approved
800,Earned Leave,2020-02-09,6,Approved
800,Earned Leave,2021-08-18,4,Approved
800,Sick Leave,2021-07-15,3,Approved
800,Earned Leave,2023-10-04,6,Approved
801,Earned Leave,2020-06-19,4,Approved
802,Earned Leave,2021-06-25,5,Approved
802,Sick Leave,2021-08-11,2,Approved
803,Earned Leave,2020-11-17,7,Rejected
804,Earned Leave,2015-04-13,3,Approved
805,Earned Leave,2016-04-03,3,Approved
805,Earned Leave,2017-01-21,3,Approved
805,Sick Leave,2018-01-12,3,Approved
806,Sick Leave,2021-11-01,2,Approved
806,Earned Leave,2022-08-25,4,Approved
806,Sick Leave,2022-06-06,3,Approved
806,Earned Leave,2023-01-09,7,Approved
807,Earned Leave,2021-06-10,6,Approved
807,Sick Leave,2022-09-17,2,Approved
807,Sick Leave,2023-04-27,2,Approved
808,Earned Leave,2018-04-16,6,Approved
809,Earned Leave,2021-11-02,4,Approved
810,Earned Leave,2018-08-10,3,Approved
811,Earned Leave,2023-09-14,6,Approved
812,Sick Leave,2022-04-18,3,Approved
812,Earned Leave,2023-02-17,7,Approved
813,Earned Leave,2018-03-12,3,Approved
813,Sick Leave,2018-04-06,3,Approved
814,Earned Leave,2021-02-20,3,Approved
814,Sick Leave,2022-07-23,2,Approved
815,Earned Leave,2022-09-15,7,Approved
815,Earned Leave,2023-05-05,5,Approved
815,Sick Leave,2023-03-08,3,Approved
816,Earned Leave,2016-02-23,4,Approved
816,Sick Leave,2016-10-04,2,Approved
816,Sick Leave,2019-03-09,3,Approved
816,Earned Leave,2020-01-04,6,Approved
816,Earned Leave,2021-07-25,5,Approved
816,Sick Leave,2021-05-25,2,Approved
816,Earned Leave,2023-10-14,7,Approved
817,Earned Leave,2021-09-19,5,Approved
817,Earned Leave,2022-06-10,6,Approved
817,Sick Leave,2022-03-18,2,Approved
818,Earned Leave,2021-08-23,4,Approved
818,Sick Leave,2021-09-17,2,Approved
818,Sick Leave,2022-06-04,3,Approved
818,Sick Leave,2023-06-18,2,Approved
819,Sick Leave,2022-01-15,2,Approved
819,Sick Leave,2023-09-17,3,Approved
820,Earned Leave,2020-07-17,3,Approved
820,Sick Leave,2020-09-20,2,Approved
820,Earned Leave,2021-04-26,5,Approved
820,Sick Leave,2021-05-17,2,Approved
820,Earned Leave,2022-04-20,4,Approved
820,Sick Leave,2022-01-18,2,Approved
820,Earned Leave,2023-08-01,3,Approved
820,Sick Leave,2023-11-05,3,Approved
821,Earned Leave,2023-06-24,5,Approved
821,Sick Leave,2023-02-07,3,Approved
822,Earned Leave,2021-01-19,7,Approved
822,Earned Leave,2022-02-24,3,Approved
822,Earned Leave,2023-06-14,7,Approved
823,Earned Leave,2023-01-18,6,Approved
824,Earned Leave,2017-11-24,6,Approved
824,Sick Leave,2017-04-15,3,Approved
825,Earned Leave,2021-05-18,4,Approved
825,Earned Leave,2023-11-19,6,Approved
825,Sick Leave,2023-06-08,2,Approved
826,Earned Leave,2018-06-15,7,Approved
826,Earned Leave,2019-11-12,6,Approved
826,Sick Leave,2019-11-14,2,Approved
826,Earned Leave,2020-02-07,5,Approved
826,Sick Leave,2020-07-20,3,Approved
826,Earned Leave,2021-10-16,4,Approved
826,Sick Leave,2021-07-06,3,Approved
826,Earned Leave,2022-03-24,5,Approved
826,Sick Leave,2022-11-15,3,Approved
826,Earned Leave,2023-02-04,7,Approved
826,Sick Leave,2023-10-27,2,Approved
827,Earned Leave,2023-02-25,3,Approved
828,Earned Leave,2022-08-04,5,Approved
829,Earned Leave,2023-06-19,5,Approved
830,Sick Leave,2021-05-23,3,Approved
830,Earned Leave,2022-07-01,4,Approved
830,Earned Leave,2023-02-27,3,Approved
831,Earned Leave,2022-10-05,7,Approved
832,Sick Leave,2021-09-16,3,Approved
832,Earned Leave,2022-07-09,6,Approved
832,Sick Leave,2022-03-10,2,Approved
832,Earned Leave,2023-05-10,6,Approved
833,Earned Leave,2019-06-21,6,Approved
833,Sick Leave,2019-07-14,2,Approved
833,Earned Leave,2020-07-24,7,Approved
833,Earned Leave,2021-03-26,4,Approved
833,Earned Leave,2022-01-03,7,Approved
833,Earned Leave,2023-07-07,3,Approved
